InvoiceNo,Category,Product,Quantity,UnitPrice,InvoiceDate,CustomerID,Country
19146,Groceries,Eggs,5,482.93,2022-02-23 15:00:00,1565.0,Canada
14971,Books,Textbook,4,191.79,2022-02-16 14:00:00,1720.0,Canada
11205,Clothing,T-Shirt,4,132.82,2022-11-15 05:00:00,1367.0,UK
11990,Groceries,Rice,9,125.52,2022-01-28 12:00:00,1940.0,France
15299,Home Decor,Chair,7,231.59,2022-10-16 10:00:00,1341.0,France
13572,Groceries,Rice,4,380.96,2022-12-04 16:00:00,1804.0,USA
15975,Books,Biography,3,106.96,2022-09-22 01:00:00,1851.0,USA
16320,Electronics,Keyboard,6,356.1,2022-04-16 09:00:00,1303.0,Australia
14380,Groceries,Milk,3,15.47,2022-06-15 10:00:00,1763.0,Germany
14757,Home Decor,Chair,6,212.37,2022-05-22 23:00:00,1373.0,USA
12713,Clothing,Jeans,9,389.05,2022-11-06 00:00:00,1949.0,France
15588,Electronics,Keyboard,6,172.67,2022-07-18 08:00:00,1815.0,Germany
10966,Clothing,Cap,4,284.05,2022-03-21 01:00:00,1111.0,USA
14944,Groceries,Milk,5,106.46,2022-09-23 04:00:00,1877.0,UK
13432,Books,Biography,6,372.29,2022-12-19 16:00:00,1005.0,Canada
10688,Books,Fiction,3,30.88,2022-06-20 07:00:00,1929.0,USA
14243,Home Decor,Sofa,8,427.01,2022-07-02 06:00:00,1702.0,USA
13701,Books,Comics,4,103.11,2022-11-13 23:00:00,1845.0,UK
18533,Electronics,Laptop,8,437.83,2022-06-17 11:00:00,1943.0,France
15182,Books,Non-Fiction,3,179.5,2022-02-03 23:00:00,1278.0,Australia
19916,Home Decor,Table,7,362.73,2022-10-30 07:00:00,1381.0,UK
16704,Groceries,Butter,9,163.02,2022-02-08 10:00:00,1851.0,Australia
14422,Groceries,Rice,4,453.43,2022-07-22 19:00:00,1012.0,USA
19984,Books,Biography,8,67.69,2022-02-22 16:00:00,1302.0,France
11759,Clothing,Jeans,3,93.37,2022-06-05 04:00:00,1555.0,Germany
19181,Groceries,Rice,7,249.05,2022-04-24 10:00:00,1616.0,USA
12482,Books,Biography,3,45.56,2022-08-12 03:00:00,1159.0,UK
18058,Home Decor,Table,7,102.01,2022-04-17 06:00:00,1153.0,Germany
10951,Books,Comics,6,472.16,2022-08-10 15:00:00,1753.0,Canada
18914,Groceries,Milk,2,488.36,2022-10-06 14:00:00,1180.0,Germany
12079,Home Decor,Table,3,191.25,2022-03-11 17:00:00,1525.0,UK
12717,Books,Fiction,6,462.03,2022-07-11 03:00:00,1179.0,Germany
14524,Electronics,Smartphone,4,274.69,2022-08-12 01:00:00,1376.0,UK
19692,Home Decor,Sofa,6,138.52,2022-10-13 17:00:00,1803.0,USA
18477,Electronics,Smartphone,1,352.69,2022-03-11 10:00:00,1775.0,France
17311,Clothing,T-Shirt,1,331.16,2022-07-07 23:00:00,1167.0,Canada
17186,Home Decor,Table,3,494.62,2022-09-15 04:00:00,1213.0,France
12065,Electronics,Laptop,8,136.2,2022-02-27 16:00:00,1149.0,France
10768,Groceries,Rice,8,337.67,2022-07-03 11:00:00,1015.0,France
15490,Groceries,Eggs,4,30.75,2022-06-14 18:00:00,1090.0,UK
16645,Clothing,Jacket,6,61.25,2022-09-20 17:00:00,1119.0,UK
15083,Home Decor,Curtains,8,6.94,2022-12-10 20:00:00,1955.0,Canada
15232,Home Decor,,7,499.73,2022-10-29 14:00:00,1252.0,UK
15797,Home Decor,Lamp,7,402.13,2022-10-18 21:00:00,1059.0,Australia
19138,Clothing,Jacket,4,394.43,2022-09-09 02:00:00,1265.0,UK
14926,Home Decor,Sofa,9,257.31,2022-10-03 09:00:00,1408.0,UK
16016,Groceries,Milk,6,153.53,2022-12-28 00:00:00,1030.0,UK
13335,Electronics,Charger,3,79.88,2022-02-09 22:00:00,1020.0,USA
18038,Groceries,Butter,5,145.91,2022-12-30 12:00:00,1730.0,Canada
14873,Groceries,Rice,5,191.11,2022-01-21 13:00:00,1592.0,Australia
11481,Electronics,Keyboard,5,379.37,2022-10-21 10:00:00,1288.0,UK
16305,Groceries,Rice,8,272.13,2022-01-04 09:00:00,1542.0,Canada
13451,Clothing,T-Shirt,9,43.35,2022-10-19 15:00:00,1497.0,Germany
10054,Electronics,Charger,9,13.92,2022-05-04 18:00:00,1745.0,USA
17643,Groceries,Rice,6,55.65,2022-01-01 11:00:00,1473.0,UK
13462,Books,Biography,6,208.2,2022-11-23 00:00:00,1404.0,Australia
10832,Groceries,Eggs,9,466.93,2022-02-01 17:00:00,1547.0,USA
15954,Clothing,Cap,4,320.51,2022-05-13 17:00:00,1960.0,Australia
18519,Home Decor,Lamp,6,401.9,2022-01-02 01:00:00,1131.0,USA
17221,Groceries,Bread,4,235.86,2022-03-17 06:00:00,1323.0,Germany
13310,Home Decor,Sofa,1,184.02,2022-10-05 03:00:00,1857.0,Canada
13300,Books,Comics,7,58.66,2022-08-25 00:00:00,1131.0,USA
16722,Groceries,Eggs,6,438.59,2022-08-03 18:00:00,1520.0,France
17218,Electronics,Headphones,9,392.66,2022-08-31 16:00:00,1029.0,Germany
17776,Home Decor,Sofa,7,88.22,2022-06-02 11:00:00,1626.0,France
13675,Books,Fiction,7,258.57,2022-03-05 13:00:00,1300.0,Germany
13054,Electronics,Smartphone,2,246.25,2022-02-01 16:00:00,1003.0,France
17970,Electronics,Laptop,9,314.42,2022-01-25 18:00:00,1324.0,France
12143,Electronics,Headphones,9,473.36,2022-10-27 16:00:00,1508.0,Australia
15207,Electronics,Keyboard,6,291.99,2022-02-13 23:00:00,1236.0,USA
19503,Groceries,Eggs,3,272.41,2022-05-09 11:00:00,1534.0,USA
12538,Groceries,Milk,1,29.91,2022-06-03 03:00:00,1015.0,Germany
14547,Groceries,Butter,4,36.14,2022-09-06 05:00:00,1533.0,Canada
15619,Books,Biography,3,97.74,2022-08-07 23:00:00,1996.0,Australia
18356,Books,Biography,1,21.07,2022-06-26 04:00:00,1583.0,USA
16612,Books,Biography,3,372.96,2022-06-24 05:00:00,1815.0,USA
15005,Clothing,Jacket,4,363.05,2022-03-18 06:00:00,1445.0,Australia
10822,Books,Biography,8,72.35,2022-05-22 11:00:00,1992.0,UK
10943,Groceries,Milk,9,418.86,2022-02-20 03:00:00,1502.0,Australia
16150,Groceries,Eggs,3,81.62,2022-04-28 02:00:00,1955.0,USA
14425,Clothing,Jacket,6,154.08,2022-05-09 20:00:00,1229.0,Canada
18966,Clothing,Jacket,5,128.24,2022-05-07 20:00:00,1106.0,UK
12198,Books,Non-Fiction,6,189.29,2022-09-10 23:00:00,1719.0,France
14242,Home Decor,Lamp,4,131.06,2022-10-31 00:00:00,1388.0,Australia
13695,Clothing,T-Shirt,6,247.03,2022-07-14 17:00:00,1719.0,France
13452,Electronics,Charger,7,206.67,2022-05-27 10:00:00,1262.0,UK
19106,Groceries,Eggs,9,493.35,2022-09-16 00:00:00,1562.0,UK
11308,Electronics,Laptop,7,32.68,2022-01-07 00:00:00,1064.0,UK
14177,Groceries,Butter,6,75.38,2022-11-09 19:00:00,1264.0,Germany
18705,Groceries,,1,31.15,2022-07-22 09:00:00,1337.0,Australia
16852,Clothing,Jacket,2,314.79,2022-02-27 09:00:00,1300.0,Canada
16035,Clothing,T-Shirt,1,31.98,2022-05-12 02:00:00,1377.0,Canada
13594,Electronics,Smartphone,9,419.04,2022-07-29 08:00:00,1174.0,France
14841,Groceries,Milk,9,258.41,2022-02-03 01:00:00,1962.0,France
11409,Electronics,Laptop,7,265.87,2022-08-28 20:00:00,1151.0,France
14566,Home Decor,Chair,2,282.99,2022-07-03 22:00:00,1475.0,Australia
14491,Electronics,Headphones,6,89.55,2022-02-16 06:00:00,1265.0,USA
11555,Books,Fiction,4,102.86,2022-08-25 08:00:00,1328.0,France
10804,Electronics,Keyboard,1,162.81,2022-06-18 21:00:00,1972.0,UK
11279,Books,,1,298.78,2022-06-14 01:00:00,1815.0,France
17083,Books,Biography,5,109.01,2022-06-15 03:00:00,1162.0,UK
15986,Books,Biography,2,62.58,2022-07-25 22:00:00,1437.0,Germany
15619,Home Decor,Sofa,4,485.21,2022-09-03 17:00:00,1342.0,USA
11387,Electronics,Keyboard,1,15.88,2022-02-16 12:00:00,1366.0,USA
12679,Electronics,Keyboard,4,402.34,2022-03-14 22:00:00,1464.0,Australia
12106,Home Decor,Curtains,6,395.08,2022-06-17 19:00:00,1749.0,Australia
18173,Groceries,Milk,4,152.12,2022-08-28 09:00:00,1198.0,Canada
14223,Clothing,Cap,1,72.14,2022-07-31 00:00:00,1499.0,Germany
14831,Electronics,Charger,7,77.09,2022-09-05 10:00:00,1015.0,Australia
12768,Clothing,T-Shirt,2,350.23,2022-05-22 13:00:00,1820.0,UK
13186,Home Decor,Chair,9,323.19,2022-12-11 09:00:00,1295.0,Germany
12573,Groceries,Bread,3,392.46,2022-02-26 15:00:00,1867.0,USA
12599,Groceries,Eggs,8,469.05,2022-07-22 05:00:00,1510.0,UK
14033,Groceries,Butter,8,347.5,2022-03-22 21:00:00,1787.0,Germany
18428,Home Decor,Sofa,3,82.15,2022-05-12 04:00:00,1983.0,USA
11304,Books,Textbook,4,125.5,2022-11-27 13:00:00,1238.0,Australia
17368,Books,Textbook,2,421.89,2022-02-23 13:00:00,1580.0,UK
15877,Clothing,Shoes,4,108.61,2022-09-27 18:00:00,1300.0,UK
11301,Books,Comics,9,40.9,2022-02-02 02:00:00,1005.0,USA
12541,Books,Non-Fiction,2,353.12,2022-03-18 19:00:00,1219.0,UK
12051,Groceries,Milk,3,204.25,2022-01-04 01:00:00,1765.0,Australia
16809,Groceries,Milk,4,460.42,2022-03-11 04:00:00,1452.0,Australia
18633,Clothing,Cap,5,326.88,2022-07-01 05:00:00,1432.0,Australia
18996,Electronics,Smartphone,1,49.76,2022-10-23 22:00:00,1806.0,USA
10074,Clothing,Jacket,7,474.19,2022-11-30 08:00:00,1869.0,France
16981,Clothing,Jeans,7,132.99,2022-06-09 02:00:00,1385.0,France
15475,Home Decor,Chair,9,171.92,2022-01-14 19:00:00,1618.0,UK
18232,Home Decor,Table,4,204.12,2022-03-01 05:00:00,1294.0,Australia
17184,Clothing,,6,30.36,2022-11-10 00:00:00,1117.0,UK
15796,Clothing,Cap,2,250.78,2022-10-15 02:00:00,1404.0,USA
17141,Clothing,Shoes,4,66.04,2022-07-25 11:00:00,1679.0,UK
11622,Books,Textbook,2,203.48,2022-09-09 01:00:00,1996.0,Canada
18041,Home Decor,Curtains,5,178.6,2022-07-03 16:00:00,1762.0,France
10341,Clothing,T-Shirt,7,387.56,2022-08-02 01:00:00,1593.0,UK
12074,Groceries,Eggs,1,402.57,2022-12-17 19:00:00,1565.0,UK
17992,Groceries,Eggs,7,80.94,2022-05-01 01:00:00,1751.0,Germany
10645,Books,Biography,6,186.44,2022-04-30 09:00:00,1877.0,UK
14263,Books,Textbook,6,189.81,2022-04-18 07:00:00,1011.0,Canada
18801,Electronics,Laptop,8,79.95,2022-09-15 17:00:00,1208.0,France
16136,Electronics,Laptop,8,400.23,2022-12-27 16:00:00,1164.0,Germany
18646,Electronics,Keyboard,6,355.08,2022-08-28 05:00:00,1877.0,USA
19900,Books,Comics,3,99.24,2022-01-12 13:00:00,1293.0,USA
12969,Books,Fiction,5,186.53,2022-01-03 17:00:00,1910.0,France
13028,Books,Comics,2,57.37,2022-06-27 14:00:00,1518.0,USA
17643,Groceries,Rice,5,315.96,2022-08-26 16:00:00,1077.0,Canada
12681,Books,Textbook,9,65.08,2022-12-25 02:00:00,1433.0,UK
13629,Groceries,Eggs,1,493.04,2022-11-29 21:00:00,1576.0,France
14225,Electronics,Laptop,5,391.44,2022-09-18 15:00:00,1613.0,Germany
13067,Electronics,Charger,6,198.17,2022-11-07 01:00:00,1962.0,UK
15941,Electronics,Keyboard,7,291.39,2022-07-15 12:00:00,1868.0,USA
11386,Clothing,Cap,9,456.11,2022-07-04 03:00:00,1811.0,USA
12866,Clothing,Cap,6,279.28,2022-11-28 16:00:00,,Germany
14788,Home Decor,Table,5,91.38,2022-09-11 06:00:00,1682.0,Canada
15490,Home Decor,Chair,7,192.46,2022-03-01 21:00:00,1076.0,Germany
14124,Home Decor,Lamp,1,422.36,2022-12-26 04:00:00,1047.0,France
18340,Clothing,Cap,5,323.89,2022-10-21 00:00:00,1766.0,Germany
13850,Clothing,Cap,2,327.11,2022-08-27 19:00:00,1081.0,USA
15415,Home Decor,Table,4,434.08,2022-05-21 18:00:00,,Canada
17679,Home Decor,Chair,7,447.52,2022-12-24 16:00:00,1720.0,Canada
16819,Books,Comics,5,460.3,2022-09-22 11:00:00,1208.0,Australia
19328,Home Decor,Chair,6,51.95,2022-09-24 17:00:00,1444.0,Germany
18378,Books,,2,274.34,2022-10-04 05:00:00,1970.0,France
19442,Groceries,Bread,3,371.55,2022-07-09 05:00:00,1595.0,USA
11333,Clothing,Cap,7,379.68,2022-11-25 04:00:00,1521.0,UK
14150,Home Decor,Chair,2,305.32,2022-12-22 13:00:00,1028.0,Canada
16766,Clothing,Shoes,6,87.56,2022-12-13 20:00:00,1303.0,Germany
12711,Clothing,Shoes,5,399.72,2022-01-12 00:00:00,1993.0,Australia
14853,Clothing,Shoes,1,361.46,2022-03-01 18:00:00,1464.0,France
16212,Groceries,Milk,4,47.64,2022-08-10 23:00:00,1501.0,France
17479,Electronics,Headphones,2,234.59,2022-08-01 09:00:00,1445.0,USA
15408,Home Decor,Curtains,4,91.12,2022-03-11 04:00:00,1627.0,Canada
19977,Electronics,Charger,1,172.05,2022-08-26 04:00:00,1489.0,USA
17715,Electronics,Charger,2,13.95,2022-04-09 02:00:00,1780.0,Australia
18942,Electronics,Smartphone,8,203.16,2022-12-19 09:00:00,1427.0,UK
11762,Clothing,Shoes,6,277.19,2022-09-27 05:00:00,1558.0,UK
17101,Books,Biography,2,311.69,2022-10-21 12:00:00,1358.0,UK
17674,Clothing,Jacket,6,333.43,2022-08-18 01:00:00,1959.0,France
16122,Clothing,T-Shirt,9,418.96,2022-07-09 13:00:00,1090.0,Canada
10481,Electronics,Headphones,7,111.65,2022-09-21 22:00:00,1052.0,USA
10153,Clothing,Jeans,9,64.64,2022-09-08 10:00:00,1729.0,USA
17617,Electronics,Keyboard,5,426.51,2022-07-25 06:00:00,1859.0,Australia
11524,Books,Comics,7,82.52,2022-09-10 17:00:00,1588.0,UK
12120,Home Decor,Chair,7,487.51,2022-04-01 19:00:00,1203.0,Canada
12343,Electronics,Smartphone,3,422.06,2022-07-26 23:00:00,1555.0,Canada
15136,Books,Non-Fiction,7,252.93,2022-01-27 10:00:00,1155.0,Australia
15760,Home Decor,Curtains,1,490.8,2022-06-01 07:00:00,1001.0,Germany
11240,Groceries,,9,53.2,2022-07-14 21:00:00,1356.0,Canada
10060,Electronics,Laptop,6,155.02,2022-04-03 10:00:00,1824.0,Canada
19130,Electronics,Charger,5,320.92,2022-02-27 21:00:00,1568.0,USA
11639,Groceries,Butter,7,178.25,2022-06-28 04:00:00,1801.0,Australia
16185,Groceries,Milk,5,464.54,2022-02-22 01:00:00,1982.0,Canada
17970,Electronics,Keyboard,5,37.48,2022-11-15 08:00:00,1057.0,Canada
11252,Groceries,Bread,7,276.96,2022-08-27 00:00:00,1253.0,USA
14203,Clothing,Shoes,-1,297.48,2022-02-21 21:00:00,1179.0,Canada
18363,Home Decor,Sofa,3,328.1,2022-12-10 13:00:00,1492.0,USA
19650,Home Decor,Chair,3,131.55,2022-01-19 10:00:00,1668.0,Germany
13549,Home Decor,Chair,3,185.46,2022-10-18 16:00:00,1034.0,France
14197,Clothing,Shoes,6,422.62,2022-07-14 19:00:00,1074.0,USA
17009,Groceries,Milk,6,101.5,2022-11-28 09:00:00,1943.0,USA
16667,Books,Comics,3,414.3,2022-07-02 09:00:00,1288.0,Canada
12322,Groceries,Butter,3,283.51,2022-10-22 02:00:00,1370.0,USA
19828,Electronics,Laptop,8,382.28,2022-02-04 06:00:00,1586.0,Australia
14090,Home Decor,Lamp,8,358.24,2022-05-03 11:00:00,1328.0,UK
16960,Groceries,Butter,7,107.72,2022-10-23 16:00:00,1589.0,UK
13004,Books,Comics,4,286.56,2022-08-29 05:00:00,1766.0,Germany
15136,Electronics,Charger,4,434.52,2022-02-12 23:00:00,1776.0,USA
10329,Clothing,Jeans,3,218.9,2022-01-24 10:00:00,1998.0,Australia
13640,Clothing,Jacket,5,483.46,2022-01-15 04:00:00,1303.0,Canada
17982,Books,Textbook,3,228.85,2022-07-10 07:00:00,,Canada
14107,Electronics,Laptop,8,75.68,2022-11-24 14:00:00,1220.0,France
11341,Home Decor,Lamp,7,197.77,2022-04-06 16:00:00,1978.0,Germany
18407,Groceries,Rice,3,476.09,2022-01-10 18:00:00,1163.0,Australia
10338,Electronics,Laptop,9,163.26,2022-08-05 18:00:00,1479.0,Australia
15895,Clothing,Shoes,5,434.71,2022-02-23 19:00:00,1454.0,Canada
12708,Books,Non-Fiction,9,441.22,2022-07-16 23:00:00,1374.0,France
11750,Books,Biography,7,178.34,2022-12-30 08:00:00,1219.0,Canada
15604,Groceries,Butter,7,46.21,2022-05-03 11:00:00,1683.0,France
12421,Books,Textbook,6,363.66,2022-08-15 11:00:00,1253.0,UK
17119,Books,Textbook,2,159.2,2022-10-18 21:00:00,1721.0,Australia
18901,Electronics,Keyboard,9,392.55,2022-08-13 16:00:00,1187.0,UK
15319,Home Decor,Chair,6,224.11,2022-11-29 04:00:00,1190.0,Canada
16609,Groceries,Butter,8,245.21,2022-02-21 09:00:00,1388.0,Germany
15387,Electronics,Laptop,1,390.07,2022-04-27 16:00:00,1214.0,USA
13993,Home Decor,Sofa,5,194.27,2022-04-26 15:00:00,1374.0,Germany
18680,Electronics,Smartphone,1,224.35,2022-09-09 20:00:00,1085.0,Germany
18044,Electronics,Smartphone,8,191.21,2022-05-26 07:00:00,1473.0,USA
18238,Books,Comics,8,186.83,2022-11-04 15:00:00,1617.0,Australia
14873,Home Decor,Curtains,1,265.34,2022-06-10 10:00:00,1843.0,UK
14806,Groceries,Bread,9,405.36,2022-07-28 05:00:00,1807.0,UK
18592,Groceries,Milk,2,184.08,2022-02-07 02:00:00,1530.0,Australia
15913,Home Decor,Lamp,9,264.51,2022-09-04 16:00:00,1046.0,USA
17124,Books,Fiction,1,337.01,2022-02-19 12:00:00,1064.0,France
13157,Clothing,T-Shirt,9,138.37,2022-08-24 04:00:00,1962.0,Germany
10390,Electronics,Headphones,4,142.37,2022-01-31 20:00:00,1474.0,Canada
14430,Books,Textbook,9,467.04,2022-02-27 01:00:00,1145.0,UK
18820,Home Decor,Lamp,7,363.15,2022-03-25 08:00:00,1945.0,Australia
17686,Electronics,Keyboard,6,290.71,2022-03-03 07:00:00,1797.0,Canada
14232,Groceries,Butter,5,325.62,2022-03-06 00:00:00,1381.0,USA
18007,Clothing,Cap,9,19.5,2022-01-14 06:00:00,1065.0,Canada
11521,Groceries,Butter,2,310.96,2022-08-03 17:00:00,1516.0,Canada
19018,Home Decor,Table,2,257.21,2022-03-20 22:00:00,,Germany
11500,Electronics,Keyboard,9,275.15,2022-11-29 23:00:00,1864.0,USA
16737,Home Decor,Curtains,3,182.91,2022-12-25 00:00:00,1425.0,Canada
13294,Electronics,Charger,8,45.33,2022-09-05 07:00:00,1467.0,UK
15085,Books,Comics,9,100.7,2022-01-31 03:00:00,1093.0,USA
12419,Clothing,Cap,8,475.62,2022-04-08 01:00:00,1617.0,UK
19126,Books,Biography,4,207.31,2022-04-26 10:00:00,1132.0,Australia
13042,Books,Comics,1,236.01,2022-11-11 09:00:00,1433.0,Australia
14497,Home Decor,Table,4,31.09,2022-07-21 22:00:00,1340.0,France
11466,Clothing,Shoes,9,23.6,2022-01-12 03:00:00,1313.0,Australia
13561,Electronics,Smartphone,2,360.0,2022-01-24 17:00:00,1590.0,Canada
10614,Electronics,Keyboard,3,271.36,2022-03-24 05:00:00,1211.0,USA
15392,Groceries,Eggs,8,256.81,2022-04-28 14:00:00,1519.0,Australia
17693,Electronics,Laptop,6,125.35,2022-07-05 20:00:00,1158.0,UK
19374,Home Decor,Table,8,373.65,2022-01-12 06:00:00,1267.0,Canada
13223,Books,Textbook,7,88.28,2022-11-15 09:00:00,1660.0,Australia
17138,Books,Textbook,5,99.02,2022-10-06 08:00:00,1861.0,Germany
12667,Books,Comics,9,233.05,2022-02-22 09:00:00,1957.0,UK
17980,Clothing,Jeans,4,146.71,2022-12-10 18:00:00,1602.0,UK
10130,Electronics,Keyboard,6,127.49,2022-08-12 18:00:00,1747.0,France
12983,Home Decor,Lamp,2,324.39,2022-07-22 10:00:00,1473.0,Germany
14278,Clothing,Jeans,2,327.23,2022-12-24 13:00:00,1800.0,France
17126,Groceries,Milk,2,413.14,2022-10-19 15:00:00,1409.0,Australia
18230,Home Decor,Curtains,7,211.77,2022-01-06 00:00:00,1473.0,Germany
17694,Home Decor,Table,2,41.18,2022-10-15 20:00:00,1355.0,UK
16640,Home Decor,Table,2,140.46,2022-04-06 23:00:00,1679.0,France
15468,Books,Textbook,9,490.1,2022-07-22 13:00:00,1192.0,Canada
10920,Home Decor,Sofa,7,300.15,2022-05-02 07:00:00,1698.0,Germany
17564,Electronics,Keyboard,3,356.32,2022-10-29 12:00:00,1270.0,UK
18684,Home Decor,Curtains,3,8.64,2022-08-20 21:00:00,1113.0,USA
19323,Books,Biography,7,261.51,2022-09-30 03:00:00,1896.0,Germany
18502,Home Decor,Chair,5,23.58,2022-02-16 05:00:00,1522.0,Germany
18930,Groceries,Eggs,6,286.77,2022-10-16 17:00:00,1054.0,Australia
13241,Groceries,Rice,8,460.78,2022-02-22 02:00:00,1769.0,Canada
10545,Books,Textbook,9,484.37,2022-12-07 17:00:00,1064.0,Australia
14346,Electronics,Smartphone,1,272.57,2022-03-10 17:00:00,1990.0,Germany
19996,Electronics,Keyboard,3,231.81,2022-11-03 07:00:00,1683.0,Germany
13810,Clothing,Jeans,7,472.78,2022-09-04 07:00:00,1271.0,Canada
17206,Books,Biography,6,338.44,2022-05-04 04:00:00,1501.0,Canada
19005,Home Decor,Table,7,37.13,2022-08-31 20:00:00,1661.0,France
12032,Books,Textbook,8,235.53,2022-07-28 02:00:00,1361.0,UK
18436,Clothing,Cap,6,123.92,2022-09-26 04:00:00,1145.0,UK
10271,Books,Fiction,3,237.55,2022-12-28 12:00:00,1942.0,France
13511,Books,Non-Fiction,2,230.46,2022-11-14 06:00:00,1208.0,UK
11771,Clothing,Jeans,7,293.16,2022-03-13 11:00:00,1285.0,Germany
19454,Electronics,Laptop,1,181.6,2022-12-06 14:00:00,1009.0,France
14361,Home Decor,Curtains,3,86.31,2022-05-26 03:00:00,1738.0,France
17069,Clothing,T-Shirt,4,254.34,2022-11-16 19:00:00,1185.0,UK
10920,Groceries,Bread,1,415.95,2022-03-15 05:00:00,1573.0,USA
18190,Electronics,Charger,5,333.69,2022-03-17 09:00:00,1596.0,UK
13430,Groceries,Bread,3,172.49,2022-08-19 19:00:00,1463.0,Australia
14435,Electronics,Smartphone,2,468.08,2022-09-10 00:00:00,1133.0,USA
13760,Home Decor,Table,3,456.54,2022-02-17 23:00:00,1834.0,France
12050,Home Decor,Lamp,8,108.63,2022-08-17 20:00:00,1808.0,USA
11165,Books,Textbook,6,24.51,2022-10-07 15:00:00,1170.0,Germany
18567,Groceries,Bread,7,371.95,2022-09-20 14:00:00,1212.0,Canada
12033,Electronics,Laptop,6,414.67,2022-07-17 19:00:00,1972.0,USA
16467,Home Decor,Lamp,6,484.09,2022-12-17 02:00:00,1529.0,Australia
10145,Clothing,Jeans,3,445.47,2022-07-15 01:00:00,1825.0,Canada
14388,Home Decor,Lamp,8,302.26,2022-04-15 11:00:00,1501.0,Germany
17832,Clothing,T-Shirt,7,267.38,2022-05-04 11:00:00,1571.0,Australia
18623,Electronics,Laptop,7,18.78,2022-05-23 20:00:00,1599.0,Canada
18896,Home Decor,Curtains,6,127.09,2022-11-09 06:00:00,1026.0,Germany
18173,Home Decor,Curtains,5,232.51,2022-06-14 19:00:00,1067.0,Canada
12632,Electronics,Smartphone,8,316.11,2022-06-04 09:00:00,1789.0,Canada
14494,Home Decor,Table,5,280.84,2022-06-18 06:00:00,1407.0,UK
18056,Clothing,Jeans,9,372.6,2022-01-30 17:00:00,1551.0,Australia
17511,Home Decor,Sofa,9,143.48,2022-10-30 12:00:00,1108.0,Australia
19155,Groceries,Eggs,1,284.65,2022-10-20 03:00:00,1073.0,USA
11828,Books,Comics,6,48.63,2022-12-22 01:00:00,1577.0,Australia
19130,Clothing,Shoes,7,209.76,2022-03-14 18:00:00,1679.0,Australia
14805,Groceries,Bread,3,376.33,2022-02-20 07:00:00,1261.0,Canada
10806,Electronics,Smartphone,7,348.23,2022-02-02 16:00:00,1367.0,France
19655,Clothing,Jacket,7,495.37,2022-04-23 08:00:00,1785.0,UK
17486,Books,Biography,2,142.56,2022-10-22 17:00:00,1848.0,USA
18202,Books,Textbook,7,251.6,2022-07-29 20:00:00,1869.0,UK
11868,Electronics,Keyboard,1,168.12,2022-10-24 23:00:00,1236.0,USA
17878,Electronics,Headphones,5,223.1,2022-06-04 22:00:00,1726.0,Germany
15690,Clothing,T-Shirt,9,429.19,2022-08-29 15:00:00,1365.0,Canada
17827,Home Decor,Curtains,7,343.68,2022-11-26 14:00:00,1285.0,Australia
15429,Electronics,Keyboard,7,441.81,2022-04-23 05:00:00,1377.0,Australia
19076,Home Decor,Chair,2,105.74,2022-01-27 01:00:00,1660.0,France
13564,Groceries,Milk,8,437.31,2022-06-04 12:00:00,1829.0,UK
11389,Books,Fiction,3,34.58,2022-10-13 19:00:00,1905.0,UK
17274,Home Decor,Lamp,8,444.86,2022-11-17 12:00:00,1375.0,UK
10824,Books,Comics,3,167.89,2022-09-24 14:00:00,1618.0,Australia
12265,Home Decor,Chair,7,160.72,2022-10-30 04:00:00,1652.0,UK
10936,Groceries,Bread,2,258.48,2022-03-06 19:00:00,1075.0,Canada
16402,Electronics,Charger,4,470.64,2022-06-24 11:00:00,1008.0,USA
13845,Groceries,Rice,6,28.65,2022-11-20 15:00:00,1195.0,Australia
11796,Electronics,Laptop,9,179.35,2022-01-02 12:00:00,1806.0,Canada
18245,Electronics,Headphones,5,429.0,2022-03-16 11:00:00,1791.0,Germany
17214,Books,Non-Fiction,9,201.05,2022-09-19 19:00:00,1892.0,Canada
10726,Groceries,Bread,5,103.58,2022-12-02 20:00:00,1629.0,Canada
12736,Home Decor,Sofa,8,215.27,2022-12-03 01:00:00,1289.0,Germany
11913,Groceries,Butter,1,195.85,2022-06-11 16:00:00,1998.0,Canada
19788,Books,Comics,7,458.13,2022-09-05 04:00:00,1060.0,USA
17657,Electronics,Laptop,-1,382.16,2022-12-14 00:00:00,1936.0,Australia
12466,Books,Textbook,5,255.03,2022-09-21 21:00:00,1388.0,France
19041,Clothing,Shoes,6,494.24,2022-08-28 23:00:00,1846.0,Germany
17312,Clothing,Jacket,5,235.31,2022-09-28 05:00:00,1817.0,Australia
18194,Home Decor,Lamp,1,33.83,2022-07-31 03:00:00,1899.0,UK
17906,Books,Non-Fiction,9,134.83,2022-01-28 13:00:00,1562.0,USA
14876,Home Decor,Chair,2,220.85,2022-11-29 05:00:00,1563.0,France
17287,Home Decor,Chair,9,82.67,2022-09-24 02:00:00,1633.0,USA
10892,Clothing,Cap,2,474.04,2022-11-25 15:00:00,1678.0,USA
14675,Home Decor,Lamp,9,384.59,2022-01-18 06:00:00,1007.0,UK
11933,Clothing,Cap,6,137.8,2022-10-13 10:00:00,1368.0,France
11380,Electronics,Keyboard,9,297.45,2022-12-22 14:00:00,1044.0,USA
11290,Books,Comics,6,362.12,2022-04-24 17:00:00,1343.0,UK
